pasaje|texto|interpretación|temas|área_vida
Salmos 105:13-15|Como el padre se compadece de los hijos, Se compadece Jehová de los que le temen. Porque él conoce nuestra condición; Acuérdase que somos polvo. El hombre, como la hierba son sus días, Florece como la flor del campo.|Este fragmento utiliza una metáfora para describir la compasión de Dios hacia los seres humanos, comparándola con la compasión de un padre hacia sus hijos. También se menciona la fragilidad y temporalidad de la vida humana, comparándola con la hierba y las flores del campo.|['reivindicación']|['Relaciones familiares/pareja', 'Salud mental/emocional', 'Misión de vida']
Salmos 105:39-41|Extendió una nube por cubierta, Y fuego para alumbrar la noche. Pidieron, é hizo venir codornices; Y saciólos de pan del cielo. Abrió la peña, y fluyeron aguas; Corrieron por los secadales como un río.|Este fragmento describe cómo Dios cuidó y proveyó para los israelitas durante su travesía por el desierto. La nube y el fuego representan la guía y protección divina, mientras que las codornices y el pan del cielo (maná) simbolizan la provisión de alimento. La apertura de la peña para que fluyera agua muestra cómo Dios satisfizo sus necesidades básicas.|['dificultades']|['Salud física', 'Relaciones familiares/pareja', 'Misión de vida']
Salmos 106:44, 45|El con todo, miraba cuando estaban en angustia, Y oía su clamor: Y acordábase de su pacto con ellos, Y arrepentíase conforme á la muchedumbre de sus miseraciones.|Este fragmento habla de cómo Dios, a pesar de las faltas y angustias del pueblo, escucha sus clamores y recuerda su pacto con ellos, mostrando misericordia.|['oración']|['Salud mental/emocional', 'Relaciones familiares/pareja', 'Misión de vida']
Salmos 107:20|Envió su palabra, y curólos, Y librólos de su ruina.|"Este versículo habla de cómo Dios envía su palabra para sanar y liberar a las personas de su destrucción. La ""palabra"" de Dios se refiere a su poder y autoridad para curar y salvar."|['salud y curación']|['Salud física', 'Salud mental/emocional']
Salmos 107:22|Y sacrifiquen sacrificios de alabanza, Y publiquen sus obras con júbilo.|Este versículo nos invita a ofrecer sacrificios de alabanza a Dios y a proclamar sus obras con alegría. En el contexto bíblico, los sacrificios de alabanza son actos de adoración y gratitud hacia Dios.|['gratitud']|['Misión de vida', 'Salud mental/emocional']
Salmos 107:28-30|Claman empero á Jehová en su angustia, Y líbralos de sus aflicciones. Hace parar la tempestad en sosiego, Y se apaciguan sus ondas. Alégranse luego porque se reposaron; Y él los guía al puerto que deseaban.|Este fragmento describe cómo las personas claman a Dios en momentos de angustia y cómo Él responde calmando las tempestades de sus vidas, llevándolos a un lugar de paz y seguridad. La imagen de la tempestad y el puerto deseado simboliza las dificultades y la salvación.|['reivindicación']|['Salud mental/emocional', 'Desarrollo/crecimiento personal', 'Misión de vida']
Salmos 107:29|Hace parar la tempestad en sosiego, Y se apaciguan sus ondas.|Este versículo habla de cómo Dios tiene el poder de calmar las tormentas y traer paz. Es una metáfora de cómo Dios puede traer tranquilidad y resolver situaciones difíciles en nuestras vidas.|['dificultades']|['Salud mental/emocional', 'Desarrollo/crecimiento personal', 'Misión de vida']
Salmos 107:6, 7|Habiendo empero clamado á Jehová en su angustia, Librólos de sus aflicciones: Y dirigiólos por camino derecho, Para que viniesen á ciudad de población.|Este fragmento habla de cómo, en momentos de angustia, las personas clamaron a Dios y Él los liberó de sus aflicciones, guiándolos por el camino correcto hacia un lugar seguro.|['reivindicación']|['Salud mental/emocional', 'Desarrollo/crecimiento personal', 'Misión de vida']
Salmos 107:8|Alaben la misericordia de Jehová, Y sus maravillas para con los hijos de los hombres.|Este versículo invita a las personas a alabar a Dios por su misericordia y las maravillas que realiza para la humanidad. La misericordia de Dios se refiere a su amor y compasión, y las maravillas son los actos milagrosos y bondadosos que realiza.|['gratitud']|['Misión de vida', 'Salud mental/emocional']
Salmos 110:1|JEHOVÁ dijo á mi Señor: Siéntate á mi diestra, En tanto que pongo tus enemigos por estrado de tus pies.|"Este versículo es una profecía mesiánica que se refiere a Jesús. ""Jehová"" (Dios Padre) habla a ""mi Señor"" (el Mesías, Jesús), diciéndole que se siente a su derecha, un lugar de honor y autoridad, mientras Dios somete a sus enemigos."|['Jesús, el hijo de Dios - simplicidad']|['Misión de vida', 'Relaciones familiares/pareja']
Salmos 112:2|Su simiente será poderosa en la tierra: La generación de los rectos será bendita.|"Este versículo habla de la bendición y prosperidad que recibirán los descendientes de los justos. La ""simiente"" se refiere a los hijos o descendientes, y ""poderosa en la tierra"" indica que tendrán éxito y serán influyentes."|['maternidad']|['Relaciones familiares/pareja', 'Desarrollo/crecimiento personal', 'Misión de vida']
Salmos 112:7|De mala fama no tendrá temor: Su corazón está apercibido, confiado en Jehová.|Este versículo habla de la confianza y la fe en Dios. La persona que confía en el Señor no teme las malas noticias o la mala fama, porque su corazón está firme y seguro en Dios.|['fuerza y ánimo']|['Salud mental/emocional', 'Desarrollo/crecimiento personal', 'Misión de vida']
Salmos 112:7, 8|De mala fama no tendrá temor: Su corazón está apercibido, confiado en Jehová. Asentado está su corazón, no temerá, Hasta que vea en sus enemigos su deseo.|Este pasaje habla de la confianza y la firmeza del corazón de una persona que confía en Dios. No teme las malas noticias ni a sus enemigos porque su fe en Dios le da seguridad y paz.|['valor y audacia']|['Salud mental/emocional', 'Desarrollo/crecimiento personal', 'Misión de vida']
Salmos 113:3|Desde el nacimiento del sol hasta donde se pone, Sea alabado el nombre de Jehová.|Este versículo alaba a Dios desde el amanecer hasta el anochecer, indicando que Su nombre debe ser glorificado continuamente.|['alabanza', 'gratitud']|['Misión de vida', 'Desarrollo/crecimiento personal']
Salmos 113:9|El hace habitar en familia á la estéril, Gozosa en ser madre de hijos. Aleluya.|Este versículo habla de la capacidad de Dios para transformar la vida de una mujer que no puede tener hijos, dándole la alegría de ser madre y formar una familia. Es una expresión de la misericordia y el poder de Dios.|['maternidad']|['Relaciones familiares/pareja', 'Salud mental/emocional']
Salmos 116:1, 2|AMO á Jehová, pues ha oído Mi voz y mis súplicas. Porque ha inclinado á mí su oído, Invocaré le por tanto en todos mis días.|El salmista expresa su amor y gratitud a Dios porque ha escuchado sus oraciones y súplicas. Debido a esta respuesta divina, el salmista se compromete a invocar a Dios durante toda su vida.|['oración']|['Salud mental/emocional', 'Misión de vida']
Salmos 118:14|Mi fortaleza y mi canción es JAH; Y él me ha sido por salud.|JAH es una forma abreviada de Yahvé, el nombre de Dios en hebreo. El salmista está diciendo que Dios es su fuerza y su motivo de alabanza, y que Dios le ha dado salud y salvación.|['fuerza y ánimo']|['Salud física', 'Salud mental/emocional', 'Misión de vida']
Salmos 118:8|Mejor es esperar en Jehová Que esperar en hombre.|Este versículo nos enseña que es mejor confiar en Dios que en los seres humanos, ya que Dios es infalible y siempre fiel, mientras que los humanos pueden fallar.|['valor y audacia']|['Misión de vida', 'Salud mental/emocional']
Salmos 119:10|Con todo mi corazón te he buscado: No me dejes divagar de tus mandamientos.|El salmista expresa su dedicación total a buscar a Dios y pide ayuda para no desviarse de sus mandamientos. Es una oración de compromiso y dependencia en la guía divina.|['oración']|['Misión de vida', 'Desarrollo/crecimiento personal']
Salmos 119:105|Lámpara es á mis pies tu palabra, Y lumbrera á mi camino.|Este versículo utiliza la metáfora de una lámpara y una luz para describir cómo la palabra de Dios guía y orienta en la vida. Así como una lámpara ilumina el camino en la oscuridad, la palabra de Dios proporciona claridad y dirección en momentos de incertidumbre.|['sabiduria']|['Desarrollo/crecimiento personal', 'Misión de vida']
Salmos 119:11|En mi corazón he guardado tus dichos, Para no pecar contra ti.|El salmista expresa que ha internalizado las enseñanzas de Dios en su corazón para evitar pecar. Esto significa que al recordar y meditar en la palabra de Dios, se mantiene en el camino correcto y evita el pecado.|['la palabra']|['Desarrollo/crecimiento personal', 'Misión de vida', 'Salud mental/emocional']
Salmos 119:130|El principio de tus palabras alumbra; Hace entender á los simples.|Este versículo destaca cómo la palabra de Dios trae claridad y comprensión, incluso a aquellos que son considerados simples o sin mucha sabiduría.|['la palabra', 'sabiduria']|['Desarrollo/crecimiento personal', 'Salud mental/emocional']
Salmos 119:165|Mucha paz tienen los que aman tu ley; Y no hay para ellos tropiezo.|"Este versículo habla de la paz y estabilidad que experimentan aquellos que aman y siguen la ley de Dios. La ""ley"" aquí se refiere a las enseñanzas y mandamientos de Dios. Al seguir estas enseñanzas, las personas encuentran paz y no tropiezan en su camino espiritual."|['paz']|['Salud mental/emocional', 'Desarrollo/crecimiento personal', 'Misión de vida']
Salmos 119:18|Abre mis ojos, y miraré Las maravillas de tu ley.|El salmista está pidiendo a Dios que le dé entendimiento y claridad para poder apreciar y comprender las maravillas y enseñanzas contenidas en la ley divina.|['sabiduria']|['Desarrollo/crecimiento personal', 'Misión de vida']
Salmos 119:2|Bienaventurados los que guardan sus testimonios, Y con todo el corazón le buscan:|Bienaventurados son aquellos que siguen los mandamientos de Dios y lo buscan con sinceridad y devoción.|['oración']|['Desarrollo/crecimiento personal', 'Misión de vida', 'Salud mental/emocional']
Salmos 119:28|Deshácese mi alma de ansiedad: Corrobórame según tu palabra.|"El salmista expresa su angustia y busca fortaleza en la palabra de Dios. ""Deshácese mi alma de ansiedad"" indica una profunda aflicción emocional, y ""Corrobórame según tu palabra"" es una súplica para encontrar consuelo y fuerza en las enseñanzas divinas."|['fuerza y ánimo']|['Salud mental/emocional', 'Desarrollo/crecimiento personal']
Salmos 119:46|Y hablaré de tus testimonios delante de los reyes, Y no me avergonzaré.|El salmista expresa su compromiso de hablar de los mandamientos y enseñanzas de Dios incluso ante personas de alta autoridad, sin sentir vergüenza. Esto refleja una profunda fe y valentía en la proclamación de la palabra de Dios.|['convicción']|['Misión de vida', 'Desarrollo/crecimiento personal']
Salmos 119:50|Esta es mi consuelo en mi aflicción: Porque tu dicho me ha vivificado.|El salmista encuentra consuelo en medio de su aflicción gracias a las palabras de Dios, que le dan vida y esperanza.|['fuerza y ánimo']|['Salud mental/emocional', 'Desarrollo/crecimiento personal']
Salmos 119:9|¿Con qué limpiará el joven su camino? Con guardar tu palabra.|El versículo pregunta cómo puede un joven mantener puro su camino y responde que es guardando la palabra de Dios. Esto significa vivir de acuerdo a los mandamientos y enseñanzas de Dios.|['disciplina/niños']|['Desarrollo/crecimiento personal', 'Misión de vida']
Salmos 120:7|Yo soy pacífico: Mas ellos, así que hablo, me hacen guerra.|El salmista expresa su deseo de paz, pero lamenta que, a pesar de sus intenciones pacíficas, otros le responden con hostilidad y conflicto.|['paz']|['Relaciones familiares/pareja', 'Amistad', 'Salud mental/emocional']
Salmos 121:8|Jehová guardará tu salida y tu entrada, Desde ahora y para siempre.|Este versículo asegura la protección divina en todos los aspectos de la vida, tanto en las actividades diarias como en el futuro.|['reivindicación']|['Salud mental/emocional', 'Desarrollo/crecimiento personal', 'Misión de vida']
